vertex_row,dx,dy,dz,dnx,dny,dnz,wing_partition_weight,skin_node_indices,skin_node_names,skin_weights
1369,8.59503,0.5564995,-17.32362,0.22132295,-0.74735254,0.134372,1.0,"[39, 37]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Metacarpus_r_bone_072""]","[0.5517444014549255, 0.44825562834739685]"
1375,1.071917,-0.83686066,0.22821045,0.20417202,0.04545355,0.07361972,0.2655404210090637,"[46, 39, 38]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_Ulna_r_bone_071""]","[0.7344595789909363, 0.18954044580459595, 0.07599998265504837]"
1464,3.0200648,-1.1890259,3.2617226,-0.024325728,0.37123907,-0.46012795,0.9657516479492188,"[39, 46, 37, 38]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ulna_r_bone_071""]","[0.9252548217773438, 0.03424833342432976, 0.02632293291389942, 0.01417388953268528]"
1465,1.1869631,1.3463135,-0.05059433,-0.07523289,0.40486822,0.2832644,0.44492119550704956,"[46, 39, 38, 37]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_Ulna_r_bone_071"", ""cockatoo_Metacarpus_r_bone_072""]","[0.5550787448883057, 0.3139258623123169, 0.07204742729663849, 0.05894792079925537]"
1466,2.1173635,1.7486801,0.12288284,-0.08259076,0.14859104,0.23110624,0.5075322985649109,"[46, 39, 38, 37]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_Ulna_r_bone_071"", ""cockatoo_Metacarpus_r_bone_072""]","[0.4924677610397339, 0.3581027686595917, 0.082186259329319, 0.0672433003783226]"
1482,19.460018,-5.0245705,2.4265356,0.1501014,-0.4893795,-0.49699327,0.6991161108016968,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.6991161108016968, 0.3008839190006256]"
1483,20.025698,-4.590954,5.088578,0.21831624,-0.6017964,-0.36893648,0.7496061325073242,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.7496061325073242, 0.2503938674926758]"
1484,19.76104,-4.63673,5.0942807,-0.21976203,-0.5587333,-0.41161,0.7497318387031555,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.7497318387031555, 0.25026819109916687]"
1489,0.65028954,1.829422,1.2736664,0.017787933,0.42086524,0.22038436,0.43219172954559326,"[46, 39, 37, 38]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ulna_r_bone_071""]","[0.5678083300590515, 0.26608437299728394, 0.10796979069709778, 0.05813758075237274]"
1490,0.075078964,-0.09182358,0.18051529,0.012525469,-0.004049301,0.0024658442,0.08974432945251465,"[46, 45, 39]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Neck_bone_04"", ""cockatoo_Humerus_r_bone_070""]","[0.5, 0.41025570034980774, 0.08974432945251465]"
1686,0.109025,1.2931747,-0.41147614,-0.3787948,0.4092778,0.051646948,0.4369862675666809,"[46, 39, 38, 37]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_Ulna_r_bone_071"", ""cockatoo_Metacarpus_r_bone_072""]","[0.5630137920379639, 0.3083271384239197, 0.070762500166893, 0.05789661407470703]"
1687,-0.1356225,-0.7334442,2.9915543,-0.61633337,-0.050970793,0.697325,0.881472110748291,"[39, 46, 37, 38]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ulna_r_bone_071""]","[0.8445093631744385, 0.11852792650461197, 0.024025771766901016, 0.012936956249177456]"
1688,0.22267056,-1.1785698,2.9730759,-0.1460841,-0.3716725,0.2767256,0.8819606900215149,"[39, 46, 37, 38]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ulna_r_bone_071""]","[0.8449774980545044, 0.11803934723138809, 0.024039091542363167, 0.012944127433001995]"
1689,0.21711254,1.0783882,-0.5188408,-0.12816846,0.105938494,-0.09372759,0.43702343106269836,"[46, 39, 38, 37]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_Ulna_r_bone_071"", ""cockatoo_Metacarpus_r_bone_072""]","[0.5629765391349792, 0.30835336446762085, 0.07076852023601532, 0.057901531457901]"
1737,-12.262646,3.8802338,-7.7066174,-0.08581188,-0.044504464,-0.10092393,1.0,[34],"[""cockatoo_Metacarpus_l_bone_075""]",[1.0]
1738,-11.980935,4.457527,-7.7627583,0.14165553,0.17525047,-0.2405382,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.949999988079071, 0.050000011920928955]"
1739,-11.001038,4.94664,-7.8867188,-0.50169426,0.15426254,0.15069832,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.949999988079071, 0.050000011920928955]"
1740,-11.382814,4.0634155,-7.9204884,-0.54042894,0.4276808,0.11047155,1.0,[34],"[""cockatoo_Metacarpus_l_bone_075""]",[1.0]
1815,17.278217,-1.28582,-14.221897,-0.20425826,-0.7055546,0.54193676,0.9693877696990967,"[39, 46, 83, 50]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Ilium_bone_02"", ""cockatoo_FeatherTail_r_2_bone_0108""]","[0.9693877696990967, 0.01020408421754837, 0.01020408421754837, 0.01020408421754837]"
1816,20.921936,-4.476597,-13.115429,-0.044250607,-0.99396074,0.39223745,0.9206889271736145,"[39, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03""]","[0.9206889271736145, 0.07931105047464371]"
1823,-0.21281767,-0.7770195,-2.9242659,-0.63232404,-0.106155336,-0.67386746,0.881472110748291,"[36, 46, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8445093631744385, 0.11852792650461197, 0.024025771766901016, 0.012936956249177456]"
1824,0.13139772,-1.2380905,-2.9087572,-0.15815172,-0.41499883,-0.28828597,0.8819606900215149,"[36, 46, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8449774980545044, 0.11803934723138809, 0.024039091542363167, 0.012944127433001995]"
1825,-9.611038,4.145565,-6.3602695,-0.40140322,-0.137492,-0.36504406,1.0,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.5, 0.38461539149284363, 0.11538463085889816]"
1826,-10.990208,4.3404884,-7.9460535,-0.31896442,-0.54808414,-0.15064603,0.9999999403953552,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.5500000715255737, 0.34615376591682434, 0.10384614020586014]"
1834,0.23292112,-0.46225357,-2.8973036,-0.29310253,-0.044541597,-0.07972258,0.8828767538070679,"[36, 46, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8458551168441772, 0.11712323129177094, 0.024064060300588608, 0.012957572937011719]"
1867,15.722304,-2.86409,3.2644796,-0.7027706,-0.73580575,-0.24902964,0.7013434767723083,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.7013434767723083, 0.29865649342536926]"
1868,9.779445,-0.63308716,2.0565395,-0.5806788,-0.5245289,-0.14240694,0.5928245186805725,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.5928245186805725, 0.4071754813194275]"
1898,-5.606287,3.9545746,-3.3382196,0.032637715,0.36216503,0.25094122,1.0,"[36, 34]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075""]","[0.5882352590560913, 0.4117647707462311]"
1899,2.911077,-1.1989479,-3.1953144,-0.030986309,0.38908523,0.46844047,0.9657516479492188,"[36, 46, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.9252548217773438, 0.03424833342432976, 0.02632293291389942, 0.01417388953268528]"
1901,2.0602646,1.613575,-0.17806911,-0.072357714,0.11769003,-0.20833367,0.5075322985649109,"[46, 36, 35, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.4924677610397339, 0.3581027686595917, 0.082186259329319, 0.0672433003783226]"
1902,1.2949319,0.7666626,-0.8547735,0.23940316,0.061371803,0.16014385,0.3904123306274414,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.6095877289772034, 0.2876755893230438, 0.06677887588739395, 0.035957857966423035]"
1907,0.83956385,0.99897003,0.5816145,0.009917185,-0.124004126,0.43014917,0.45554444193840027,"[46, 36, 35, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.5444555878639221, 0.321421355009079, 0.07376769930124283, 0.060355402529239655]"
1908,-0.040975094,1.6288757,0.3869543,-0.15991536,-0.198964,1.0737734,0.4912244975566864,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.508775532245636, 0.2425556182861328, 0.14148400723934174, 0.10718486458063126]"
1909,1.4160094,-0.10281372,-0.12578773,-0.15696484,-0.56995535,-0.02516836,0.3611665964126587,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.6388334631919861, 0.32346147298812866, 0.02450832538306713, 0.013196797110140324]"
1910,3.7585125,3.8275871,0.5041847,0.19087416,-0.7060665,0.88429207,0.7135369777679443,"[36, 46, 35, 34]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.3211438059806824, 0.2864629924297333, 0.21581625938415527, 0.17657694220542908]"
1924,-7.5502863,3.6680527,-5.1902614,-0.13181242,-0.35977867,-0.34837848,1.0,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.45000001788139343, 0.42307689785957336, 0.1269230842590332]"
1925,-3.6917534,3.764267,-2.8133912,-0.09558307,-0.30629405,-0.32533252,1.0,"[36, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.5, 0.3499999940395355, 0.15000000596046448]"
1926,-8.8041935,3.4854774,-7.9289618,0.10314602,-0.28253078,-0.26535088,1.0,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.7363636493682861, 0.16363638639450073, 0.09999999403953552]"
1927,-10.23099,3.2588043,-10.743612,0.052981436,-0.29006213,-0.26406804,0.9999998807907104,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.7916666865348816, 0.12499989569187164, 0.0833333358168602]"
1930,-12.67119,3.8221207,-16.10897,-0.24964583,0.25489724,0.16745147,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8500000238418579, 0.1499999612569809]"
1931,-12.586645,3.6366577,-16.430042,-0.2367371,0.26428312,0.16572729,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8500000238418579, 0.1499999612569809]"
1932,-13.544039,3.5991096,-16.083225,-0.03924179,-0.048633456,-0.3831151,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8500000238418579, 0.1499999612569809]"
1933,-13.625208,3.7655945,-15.783773,-0.2066861,-0.069509685,-0.09883668,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8500000238418579, 0.1499999612569809]"
1934,15.69927,-0.9193382,-3.3669472,0.27964008,0.35809618,-0.35988718,0.729936420917511,"[39, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03""]","[0.729936420917511, 0.2700636088848114]"
1935,20.121855,-3.5335274,-13.867004,0.0063289404,-0.38568366,-0.678201,1.0,[39],"[""cockatoo_Humerus_r_bone_070""]",[1.0]
1936,19.078247,-1.9841232,-10.305424,0.33906645,0.5690215,-0.60884583,0.910935640335083,"[39, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03""]","[0.910935640335083, 0.08906436711549759]"
1937,19.759647,-3.0867004,-10.782761,0.23946655,-0.3790543,-1.0056826,0.9456384778022766,"[39, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03""]","[0.9456384778022766, 0.05436151847243309]"
1938,-11.743399,3.5369263,-13.2133465,-0.114472866,-0.19497278,-0.26986003,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8500000238418579, 0.1499999612569809]"
1939,-12.981671,3.8673477,-14.36569,-0.28177023,0.33844182,-0.48613793,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8500000238418579, 0.1499999612569809]"
1940,-12.819037,3.6113968,-14.722628,-0.34931082,0.4122707,-0.54274887,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8500000238418579, 0.1499999612569809]"
1941,-11.653962,3.1767998,-13.724262,-0.12316644,-0.17467934,-0.26726767,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8500000238418579, 0.1499999612569809]"
1942,-13.358867,3.3963966,-16.383587,-0.13982537,-0.105428815,-0.2452525,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8500000238418579, 0.1499999612569809]"
1943,-11.804874,3.2930527,-16.65675,-0.11133844,0.29081511,0.18298039,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8500000238418579, 0.1499999612569809]"
1944,-10.947186,3.853485,-13.369835,-0.12782192,0.31342605,0.18864715,0.9999998807907104,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.7916666865348816, 0.12499989569187164, 0.0833333358168602]"
1945,-10.708042,3.5750923,-13.78027,-0.110928655,0.33203077,0.23488402,0.9999998807907104,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.7916666865348816, 0.12499989569187164, 0.0833333358168602]"
1946,-9.465002,3.9496765,-10.707686,-0.17080697,0.40709952,0.2538018,1.0,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.7363636493682861, 0.16363638639450073, 0.09999999403953552]"
1947,-9.700442,4.2993584,-10.27062,-0.18890503,0.3793214,0.20972773,1.0,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.7363636493682861, 0.16363638639450073, 0.09999999403953552]"
1948,7.17754,6.098629,10.118532,-0.06366283,0.6203337,0.41183698,1.0,"[36, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.7947515249252319, 0.11975356191396713, 0.08549495041370392]"
1949,-3.7701416,5.33305,-1.9468107,-0.110634685,0.5459982,0.35100403,1.0,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.5115385055541992, 0.438461571931839, 0.05000000819563866]"
1950,-4.422695,6.3888817,-2.484692,-0.1439839,0.4652293,0.3019368,1.0,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.48461535573005676, 0.4153846204280853, 0.10000000894069672]"
1951,-9.250231,3.317402,-9.505093,0.12230539,-0.38776773,-0.2890013,0.9999998807907104,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.7916666865348816, 0.12499989569187164, 0.0833333358168602]"
1952,-10.27501,3.069172,-12.794771,0.051864326,-0.30307227,-0.24831507,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8500000238418579, 0.1499999612569809]"
1953,-10.788244,4.0742073,-4.491872,0.077864945,-0.3070685,-0.18487841,1.0,[34],"[""cockatoo_Metacarpus_l_bone_075""]",[1.0]
1954,-11.768113,3.8691483,-12.586163,-0.10566771,-0.16009721,-0.26049224,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8500000238418579, 0.1499999612569809]"
1959,0.1792779,0.9742584,0.42149734,-0.1412615,0.104175985,0.0802058,0.43702343106269836,"[46, 36, 35, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.5629765391349792, 0.30835336446762085, 0.07076852023601532, 0.057901531457901]"
1960,0.39762497,2.389782,-0.023287773,-0.022756383,0.04158473,0.2867606,0.5138977766036987,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.48610225319862366, 0.35391074419021606, 0.1039915606379509, 0.055995456874370575]"
1961,0.079460144,1.1924171,0.31641388,-0.3886346,0.39978164,-0.07229477,0.4369862675666809,"[46, 36, 35, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.5630137920379639, 0.3083271384239197, 0.070762500166893, 0.05789661407470703]"
1962,9.051106,0.8290405,2.7480955,0.09456849,-0.06914872,-0.023959488,0.5690370798110962,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.5690370798110962, 0.4309629201889038]"
1963,3.315672,4.538803,0.21870041,0.1516226,0.41547105,0.43160003,0.9776272773742676,"[36, 34, 35, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Scapula_bone_03""]","[0.660569965839386, 0.21302922070026398, 0.1040281355381012, 0.022372625768184662]"
1964,2.436514,1.468193,-0.40330648,-0.057700068,-0.4573194,-0.41851705,0.9716603755950928,"[36, 34, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Scapula_bone_03""]","[0.6499999761581421, 0.32166042923927307, 0.02833959460258484]"
1965,13.681767,-0.98270416,6.689343,-0.29610762,-0.51244414,-0.5483195,0.9827085137367249,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.9827085137367249, 0.017291458323597908]"
1966,8.561762,2.75383,9.857329,-0.18068919,-0.51819646,-0.516155,0.9793749451637268,"[36, 34, 35, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Scapula_bone_03""]","[0.7760181427001953, 0.15896198153495789, 0.044394783675670624, 0.02062508650124073]"
1967,-2.6718998,5.299961,-1.791317,-0.056136727,-0.43549633,-0.44019282,1.0,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.4576922655105591, 0.39230769872665405, 0.15000003576278687]"
1970,8.198494,3.2387123,11.8330555,-0.119610906,-0.52864826,-0.50613177,1.0,"[36, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8046643733978271, 0.15269193053245544, 0.04264369606971741]"
1971,7.360218,3.8826103,12.593706,-0.0037983656,-0.5319298,-0.48114976,1.0,"[36, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.765984058380127, 0.1829279661178589, 0.051087964326143265]"
1972,-3.6709576,3.9379578,-0.18170166,0.14615607,-0.48081008,-0.361103,1.0000001192092896,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.6128097176551819, 0.34628060460090637, 0.04090973362326622]"
1973,-3.087803,5.8269196,-1.0247574,-0.018332124,-0.3980503,-0.42396113,1.0,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.45769229531288147, 0.39230769872665405, 0.14999999105930328]"
1978,2.7601357,4.07769,12.403478,0.22751081,-0.6021543,-0.26749128,1.0,"[36, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.5769177079200745, 0.39407047629356384, 0.029011840000748634]"
1979,0.8717632,5.2695847,10.512317,0.3180791,-0.56087303,-0.08377114,1.0,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.4800570607185364, 0.42953458428382874, 0.09040834754705429]"
1980,-5.7933655,5.3227463,-1.6393757,0.21142268,-0.39930785,-0.21680608,0.9999999403953552,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.6176135540008545, 0.2500406503677368, 0.1323457509279251]"
1981,1.050828,-0.85055923,-0.24601555,0.20472851,0.040260553,-0.07190049,0.2655404210090637,"[46, 36, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.7344595789909363, 0.18954044580459595, 0.07599998265504837]"
1983,15.84199,-3.8547173,1.9250517,0.011640817,-0.28947663,-0.5251626,0.5968354344367981,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.5968354344367981, 0.4031645655632019]"
1986,20.904814,-4.313919,13.101317,-0.045436144,-1.0019472,-0.38952976,0.9206889271736145,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.9206889271736145, 0.07931105047464371]"
1987,21.525835,-4.75132,13.148262,0.36030585,-1.2431018,-0.3269477,0.9340053796768188,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.9340053796768188, 0.06599464267492294]"
1990,19.934925,-2.5775108,7.009779,0.10001469,0.7945515,0.39174688,0.878351628780365,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.878351628780365, 0.1216483786702156]"
1991,20.58105,-3.1437492,6.9820647,0.29545677,0.60953593,0.5344353,0.894538164138794,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.894538164138794, 0.10546185821294785]"
1992,19.021818,-1.777031,4.7414784,0.3756283,0.27828518,0.49410048,0.7495394945144653,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.7495394945144653, 0.25046053528785706]"
1993,18.79837,-1.6828918,4.688792,0.2391507,0.5276985,0.40357593,0.7497698664665222,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.7497698664665222, 0.2502301335334778]"
1994,19.805788,-2.7261353,13.518984,0.18001652,0.6324408,0.4939942,0.9846150875091553,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.9846150875091553, 0.015384888276457787]"
1995,13.43515,-2.316494,11.420424,-0.1190328,0.6132116,0.30139923,1.0,"[36, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.809866726398468, 0.14149057865142822, 0.048642728477716446]"
1998,18.529123,-3.3035698,-21.023724,0.7270534,-0.7232742,0.30784,1.0,"[39, 37, 38]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ulna_r_bone_071""]","[0.8183732032775879, 0.12333786487579346, 0.05828890576958656]"
1999,10.841932,-3.0623665,2.1179276,-0.19803655,-0.72185135,-0.24850398,0.4684654772281647,"[46, 36, 47, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_FeatherTail_l_1_bone_0111"", ""cockatoo_Metacarpus_l_bone_075""]","[0.5187997221946716, 0.455730676651001, 0.012734807096421719, 0.012734807096421719]"
2000,8.626854,0.61395645,17.5844,0.2214827,-0.760924,-0.12958857,1.0,"[36, 34]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075""]","[0.5517444014549255, 0.44825562834739685]"
2005,-7.4735117,3.9275017,5.702778,-0.13522857,-0.3444833,0.340666,1.0,"[37, 39, 38]","[""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_Ulna_r_bone_071""]","[0.45000001788139343, 0.42307689785957336, 0.1269230842590332]"
